SCORE,TITLE,BY,URL
55,Show HN: Disco Fingers – Easily create funny beats,dagvonkr,http://www.discofingers.com
136,The Next Chapter,sc90,http://blog.aereo.com/2014/11/next-chapter/
21,Open Sourcing a Failed Startup,nirvdrum,http://nirvdrum.com/2014/11/20/open-sourcing-mogotest.html
31,CIA Intelligence Officer's Bookshelf,sp332,https://www.cia.gov/library/center-for-the-study-of-intelligence/csi-publications/csi-studies/studies/vol-58-no-3/intelligence-officer2019s-bookshelf.html
31,Grumpy Gamer – SCUMM Notes from the C64,ksherlock,http://grumpygamer.com/scumm_notes
67,How Hy backported “yield from” to Python 2,aroberge,http://dustycloud.org/blog/how-hy-backported-yield-from-to-python2/
27,Julia Package Ecosystem Pulse,idunning,http://pkg.julialang.org/pulse.html
39,UC Irvine Machine Learning Repository,jcr,http://archive.ics.uci.edu/ml
188,Monkey Island – Insult Swordfighting Game,ddb,http://www.int33h.com/test/mi/
49,Visualising dependencies in Go,yla92,http://dave.cheney.net/2014/11/21/visualising-dependencies
27,Arc4random – randomization for all occasions,edwintorok,http://www.openbsd.org/papers/hackfest2014-arc4random/index.html
25,Show HN: Droidicon –  1600+ customizable icons for Android,peter637,https://github.com/theDazzler/droidicon
84,High-DPI displays and Linux,jsnell,http://lwn.net/Articles/619784/
30,Google Chrome and the future of Virtual Reality,lurchpop,http://wemo.io/google-chrome-and-the-future-of-virtual-reality-interview-with-531
9,Show HN: Bash Keyboard Shortcuts Stickers,flipstewart,http://cmd.club/
8,SnapIt (Rails Active Record for iOS),zniazi,http://www.github.com/zniazi/snapit
35,'Sophisticated' Android malware hits phones,alexbash,http://www.bbc.com/news/technology-30143283
72,How Bad Luck and Bad Networking Cost Douglas Prasher a Nobel Prize (2011),wallflower,http://discovermagazine.com/2011/apr/30-how-bad-luck-networking-cost-prasher-nobel
9,M-of-15 Bitcoin Multisignature,nvk,http://blog.coinkite.com/post/102291566521
173,Li-Fi Gets Ready to Compete with Wi-Fi,moreati,http://spectrum.ieee.org/telecom/internet/lifi-gets-ready-to-compete-with-wifi#.VG6wkfFznwI.hackernews
84,BitQuest – Minecraft server with Bitcoin-denominated economy,phaser,http://bitquest.co
220,Lecture 18: Legal and Accounting Basics for Startups,sama,http://startupclass.samaltman.com/courses/lec18/
78,Rich Hickey – Inside Transducers [video],tsm,https://www.youtube.com/watch?v=4KqUvG8HPYo
199,Systemd redux: The end of Linux,bcantrill,http://blog.lusis.org/blog/2014/11/20/systemd-redux/
3,Time Travel Is Real. Here Are the People and Spacecraft Who Have Done It,cyphersanctus,http://www.wired.com/2014/11/time-dilation/
164,Ursula K. Le Guin at the National Book Awards,benbreen,http://parkerhiggins.net/2014/11/will-need-writers-can-remember-freedom-ursula-k-le-guin-national-book-awards/
4,Blocks rewriting with clang,fruneau,https://techtalk.intersec.com/2014/11/blocks-rewriting-with-clang/
128,Astral – Organize Your GitHub Stars with Ease,adamnemecek,http://astralapp.com
89,Ninjhax – 3DS Homebrew Exploit,yuriks,http://smealum.net/ninjhax/
24,Ask HN: Do you have some advice on pricing a product?,cx42net,
97,A New Clue to Solve the CIA's Mysterious Kryptos Sculpture,triggerworlds,http://www.wired.com/2014/11/second-kryptos-clue/
250,The Rust community's crate host,steveklabnik,https://crates.io/
35,Emotion Detection in Suicide Notes Using Maximum  Entropy Classification [pdf],__Joker,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3409489/pdf/bii-suppl-1-2012-051.pdf
242,CotEditor – Text Editor for OS X,uchooseyourself,http://coteditor.com/
122,What Xfinity Internet Data Usage Plans will Comcast be Launching?,dsl,https://customer.comcast.com/help-and-support/internet/data-usage-what-are-the-different-plans-launching
150,The Man Who Made Tetris,cryptoz,http://motherboard.vice.com/read/the-man-who-made-tetris
261,APIs.io – The API search engine,picsoung,http://apis.io
186,A New Malware Detection Tool That Can Expose Illegitimate State Surveillance,silenteh,https://www.eff.org/deeplinks/2014/11/detekt-new-malware-detection-tool-can-expose-illegitimate-state-surveillance
144,Statistical Inference for Everyone,jeffmax,http://web.bryant.edu/~bblais/statistical-inference-for-everyone-sie.html
123,The Group That Rules the Web,state,http://www.newyorker.com/tech/elements/group-rules-web
60,The Plague Pits of London,diodorus,http://thechirurgeonsapprentice.com/2014/11/20/death-is-all-around-us-the-plague-pits-of-london/
20,HexGL by BKcore,ghosh,http://hexgl.bkcore.com/play/
146,Google launches Contributor a crowdfunding tool for publishers,plantain,https://gigaom.com/2014/11/20/google-launches-contributor-a-crowdfunding-tool-for-publishers/
323,Say No,wyclif,http://boz.com/articles/say-no.html
92,You can’t get entangled without a wormhole (2013),saurabh,http://newsoffice.mit.edu/2013/you-cant-get-entangled-without-a-wormhole-1205
9,I Sold My Business – Hardest Decision Ever,stumclaren,http://stu.me/sell-my-business/
117,Say hello to x86_64 assembly part 4,nkurz,http://0xax.blogspot.com/2014/11/say-hello-to-x64-assembly-part-4.html
100,Going under the hood of Inbox,cleverjake,http://gmailblog.blogspot.com/2014/11/going-under-hood-of-inbox.html
48,PCH International in Talks to Buy Fab for $15M,nikhilpandit,http://techcrunch.com/2014/11/20/pch-international-in-talks-to-buy-fab-for-15-million/
4,PHP desktop GUI framework with HTML5 Chrome/IE engine,Charlieee,https://code.google.com/p/phpdesktop/
97,Unicorn Unix Magic Tricks,philnash,http://thorstenball.com/blog/2014/11/20/unicorn-unix-magic-tricks/
108,The Secret Life of Passwords,r0h1n,http://www.nytimes.com/2014/11/19/magazine/the-secret-life-of-passwords.html
108,Utah Considers Cutting Off Water to the NSA’s Monster Data Center,ruchir_21hj,http://www.wired.com/2014/11/utah-considers-cutting-water-nsas-monster-data-center/
8,On Assembly anyone can contribute to an open-source business and get paid,bitsweet,http://www.theverge.com/2014/11/21/7258667/assembly-collaborative-work-open-source?hn=yes
89,New Scrutiny of Goldman's Ties to the New York Fed After a Leak,taivare,http://dealbook.nytimes.com/2014/11/19/rising-scrutiny-as-banks-hire-from-the-fed/?hp&action=click&pgtype=Homepage&module=first-column-region&region=top-news&WT.nav=top-news&_r=1
205,Doxxing defense: Remove your personal info from data brokers,ilamont,http://www.computerworld.com/article/2849263/doxxing-defense-remove-your-personal-info-from-data-brokers.html#tk.cwfb
8,Congress passes bill forbidding scientists from advising the EPA,juanplusjuan,http://www.salon.com/2014/11/19/house_republicans_just_passed_a_bill_forbidding_scientists_from_advising_the_epa_on_their_own_research/
520,Rules for Creating Gorgeous UI Part 2,jgrodziski,https://medium.com/@erikdkennedy/7-rules-for-creating-gorgeous-ui-part-2-430de537ba96
80,Show HN: Hacker News iOS client using the new official API,bonzoq,http://hnclient.weebly.com
5,Apple ends patent war on Android deal suggests,cryptoz,https://gigaom.com/2014/11/20/apple-ends-patent-war-on-android-deal-suggests
68,Retiring crypt,zdw,http://www.tedunangst.com/flak/post/retiring-crypt
11,Goldman Sachs' metal storage unit paid customers to boost queues,prostoalex,http://www.reuters.com/article/2014/11/19/commodities-banks-goldman-aluminum-idUSL2N0T933220141119
73,Standards for Scientific Graphic Presentation,JohnHammersley,http://www.juretriglav.si/standards-for-graphic-presentation/
27,Requiem for Rod Serling,Thevet,http://grantland.com/features/rod-serling-the-twilight-zone-boxing/
5,Minesweepers 2014: Outdoor robotic competition on humanitarian demining,hallieatrobohub,http://robohub.org/minesweepers-2014-outdoor-robotic-competition-on-humanitarian-demining/
71,Show HN: Conspiracy Santa: A Better Secret Santa for Teams,bryanh,http://conspiracysanta.com/
11,Cloud-based 3D Modeling Animation and Rendering in Your Web Browser,jcr,https://clara.io/
5,Don't Worry About Building an MVP Just Build a Minimum Lovable Product,Aegist,http://appreneur-diaries.com/build-a-minimum-lovable-product-2
59,Bastion hosts,slem,https://www.pandastrike.com/posts/20141113-bastion-hosts
11,Assembly (YC W12) Raises $2.9mm from USV and Others,awwstn,http://www.theverge.com/2014/11/21/7258667/assembly-collaborative-work-open-source
44,Obama likely to expand a foreign-student pipeline the high-tech industry loves,sargegood,http://www.washingtonpost.com/blogs/the-switch/wp/2014/11/20/obama-likely-to-expand-a-foreign-student-pipeline-the-high-tech-industry-loves/
5,The Banality of Islamic State,pmcpinto,http://www.businessweek.com/interactive/2014-the-business-of-isis-spreadsheets-annual-reports-and-terror
42,Print Thyself: How 3-D Printing Is Changing Medicine,sasvari,http://www.newyorker.com/magazine/2014/11/24/print-thyself
30,PostgreSQL 9.4 RC1 Released,craigkerstiens,http://www.postgresql.org/message-id/CA+OCxoxTG58KksSum8OOrGR8rGTh2ACFgwy0=ibfBSWZ2qvw5w@mail.gmail.com
11,Pointer tagging linked string hash tables and other Raptor optimizations,philnash,http://www.rubyraptor.org/pointer-tagging-linked-string-hash-tables-turbocaching-and-other-raptor-optimizations/
