SCORE,TITLE,BY,URL
95,D3.compose – compose reusable charts and components with D3.js,sebg,http://csnw.github.io/d3.compose/
76,How Your Brain Decides Without You (2014),electic,http://nautil.us/issue/19/illusions/how-your-brain-decides-without-you
24,Blockchain Challenge by Bank of England,jimsojim,http://blockchain.bankofenglandearlycareers.co.uk/
43,AKATSUKI preparing for orbital insertion around Venus,bane,http://global.jaxa.jp/projects/sat/planet_c/
15,Voice Quality on Smart Phones Still Sucks (2014),mhb,http://www.consumerreports.org/cro/news/2014/05/3-reasons-voice-quality-on-smart-phones-still-sucks/index.htm
129,Working with Binary Data in Python,signa11,http://www.devdungeon.com/content/working-binary-data-python
14,The Bugs in Our Mindware,gbaygon,http://nautil.us/issue/24/error/the-bugs-in-our-mindware
272,France looking at banning Tor blocking public Wi-Fi,HugoDaniel,http://arstechnica.co.uk/tech-policy/2015/12/france-looking-at-banning-tor-blocking-public-wi-fi/
13,How D.C. spent $200M over a decade on a streetcar you still can’t ride,e15ctr0n,https://www.washingtonpost.com/local/trafficandcommuting/how-dc-spent-200-million-over-a-decade-on-a-streetcar-you-still-cant-ride/2015/12/05/3c8a51c6-8d48-11e5-acff-673ae92ddd2b_story.html
55,Test-Case Reducers are Fuzzers,jsnell,http://blog.regehr.org/archives/1284
5,Ways to Avoid Complexity in Modern C++ [pdf],ingve,http://vitiy.info/Slides/MeetingCPP2015/MeetingCPP2015Complexity.pdf
10,Starbucks Prospers by Keeping Pace with the Coffee Snobs,zbravo,http://www.nytimes.com/2015/12/04/business/starbucks-prospers-by-keeping-pace-with-the-coffee-snobs.html
9,David Simon on the Drama of Journalism,pmcpinto,http://www.vulture.com/2015/11/david-simon-spotlight-the-wire-tom-mccarthy.html
59,Anonymous Divided: Inside the Two Warring Hacktivist Cells Fighting ISIS Online,nkurz,http://mic.com/articles/129679/anonymous-vs-isis-how-ghostsec-and-ghost-security-group-are-targeting-terrorists
42,Science-fictional shibboleths,ohjeez,http://www.antipope.org/charlie/blog-static/2015/12/science-fictional-shibboleths.html
150,E-Prime: A subset of English that forbids the verb 'to be',thameera,https://en.wikipedia.org/wiki/E-Prime
