SCORE,TITLE,BY,URL
884,VLC contributor living in Aleppo (Syria) writing about the Paris attacks,etix,https://mailman.videolan.org/pipermail/vlc-devel/2015-November/105002.html
310,Times Pulls Article Blaming Encryption in Paris Terror Attack,ColinWright,http://www.insidesources.com/new-york-times-article-blaming-encryption-paris-attacks/
25,How Ancient Microbes Gave Us Iron,Amorymeltzer,http://www.newyorker.com/tech/elements/how-ancient-microbes-gave-us-iron
31,Osborne’s National Spider Plan – Replacing “cyber” with “spider” in a gov speech,rmc,http://jackofkent.com/2015/11/george-osbornes-national-spider-plan/
30,Show HN: Twitch Controls a Robot - Real Time Collaborative Watercolor Painting,chrischen,https://www.instapainting.com/twitch-paints
45,Patronizing Passwords,sethbannon,http://joelcalifa.com/blog/patronizing-passwords/
35,The Discovery of Statistical Regression,akg_67,http://priceonomics.com/the-discovery-of-statistical-regression/
1,Le Tote (YC S13) Is Hiring Full Stack Engineers Disrupt Fashion with Us,rakeshtondon,https://jobs.lever.co/letote/9814cd4e-24eb-43b8-af38-862d757b59d8
41,Analyzing 1.1B NYC Taxi and Uber Trips with a Vengeance,lil_tee,http://toddwschneider.com/posts/analyzing-1-1-billion-nyc-taxi-and-uber-trips-with-a-vengeance/
10,Walmart's $10 smartphone isn't actually $10,rfjedwards,http://www.pcmag.com/article2/02817249517900.asp?kc=PCRSS03069TX1K0001121&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+ziffdavis%2Fpcmag%2Fbreakingnews+%28PCMag.com+Breaking+News%29
66,In 1975 the USSR fired a cannon from an orbiting space station,devNoise,http://www.popularmechanics.com/military/weapons/a18187/here-is-the-soviet-unions-secret-space-cannon/
34,How to destroy Bitcoins?,alcio,https://medium.com/@alcio/how-to-destroy-bitcoins-255bb6f2142e
14,How Facebook's Safety Check Works,xasos,http://highscalability.com/blog/2015/11/14/how-facebooks-safety-check-works.html
174,Postgres high-availability cluster with auto-failover and cluster recovery,tuyguntn,https://github.com/nanopack/yoke
10,A Brief History of Chat Services [pdf],Tehnix,https://cdn.sameroom.io/chat-timeline.pdf
24,Lector – an interface to Tesseract OCR,buovjaga,https://github.com/zdenop/lector
14,Robert Craft Stravinsky Adviser and Steward Dies at 92,snake117,http://www.nytimes.com/2015/11/15/arts/music/robert-craft-stravinsky-adviser-and-steward-dies-at-92.html
83,Mark Zuckerberg's plan for the future of Facebook,technologizer,http://www.fastcompany.com/3052885/mark-zuckerberg-facebook
27,​How to easily defeat Linux Encoder ransomware,CrankyBear,http://www.zdnet.com/article/how-to-fix-linux-encoder-ransomware/
86,Google Open-Sourcing TensorFlow Shows AI's Future Is Data Not Code,walterbell,http://www.wired.com/2015/11/google-open-sourcing-tensorflow-shows-ais-future-is-data-not-code/
57,Japan's economy falls back into recession,kevindeasis,http://www.bbc.com/news/business-34829408
5,Gravity's Most Extreme Effects Can Now Be Tested In A Laboratory,randomname2,http://www.forbes.com/sites/startswithabang/2015/11/12/gravitys-most-extreme-effects-can-now-be-tested-in-a-laboratory/
3,It stamps its pretty feet: on Goya,pepys,http://www.lrb.co.uk/v37/n22/tj-clark/it-stamps-its-pretty-feet
45,Suburban Ride-Sharing Is Mathematically Unlikely,brudgers,http://www.citylab.com/commute/2015/11/suburban-ride-sharing-is-mathematically-impossible/415494/
143,The War ISIS Wants,pmcpinto,http://www.nybooks.com/blogs/nyrblog/2015/nov/16/paris-attacks-isis-strategy-chaos/?mod=e2this
45,Ressurecting Duckhunt,voltagex_,http://hackaday.com/2015/11/16/resurrecting-duckhunt/
44,An app recreating the experience of controlling trains in the NYC Subway system,sgfc,http://www.nycsubway.org/wiki/NXSYS_Signalling_and_Interlocking_Simulator
62,Seemingly impossible functional programs (2007),espeed,http://math.andrej.com/2007/09/28/seemingly-impossible-functional-programs/
1668,Jessica Livingston,urs2102,http://paulgraham.com/jessica.html
96,Spinnaker: Global Continuous Delivery by Netflix,kalehrishi,http://spinnaker.io/
47,What Houellebecq Learned from Huysmans,samclemens,http://www.newyorker.com/books/page-turner/what-houellebecq-learned-from-huysmans
1,The Muse (YC W12) is hiring Enterprise Sales execs and fullstack engineers,KMinshew,https://www.themuse.com/jobs/themuse/enterprise-account-executive-new-york
53,The design of the Strict Haskell pragma,lmartel,http://blog.johantibell.com/2015/11/the-design-of-strict-haskell-pragma.html
71,Adsuck – a small DNS server that spoofs blacklisted addresses,userbinator,https://opensource.conformal.com/wiki/adsuck
