SCORE,TITLE,BY,URL
36,New Snowden Docs Indicate Scope of NSA Preparations for Cyber Battle,zmanian,http://www.spiegel.de/international/world/new-snowden-docs-indicate-scope-of-nsa-preparations-for-cyber-battle-a-1013409.html
137,Undeveloped Film from a Soldier in WWII Discovered and Processed,benbreen,http://petapixel.com/2015/01/16/31-rolls-undeveloped-film-soldier-wwii-discovered-processed/
27,DNA Lounge Cocktail Robotics Grand Challenge,jcr,http://www.dnalounge.com/calendar/2015/07-12.html
63,Trading a Real Market: What the Swiss National Bank Taught Retail Traders,ca98am79,http://mechanicalforex.com/2015/01/trading-a-real-market-what-the-swiss-national-bank-taught-retail-traders-today.html
42,‘Soft’ Artificial Intelligence Is Suddenly Everywhere,jonbaer,http://blogs.wsj.com/cio/2015/01/16/soft-artificial-intelligence-is-suddenly-everywhere/
52,Students Gain Access to Files on Admission to Stanford,jhull,http://www.nytimes.com/2015/01/17/us/students-gain-access-to-files-on-admission-to-stanford.html?_r=0&referrer=
81,Open Data Structures,xvirk,http://opendatastructures.org/
1,AptDeco (YC W14) is hiring full-stack engineers in NYC,reham,https://www.aptdeco.com/jobs/view/id/2811
19,The Weird Science of Naming New Products,samclemens,http://www.nytimes.com/2015/01/18/magazine/the-weird-science-of-naming-new-products.html
116,Arch Linux on MacBook Pro Retina 2014,loicp,http://loicpefferkorn.net/2015/01/arch-linux-on-macbook-pro-retina-2014-with-dm-crypt-lvm-and-suspend-to-disk/
16,How to mod a toaster to control PC games [video],Walkman,https://www.youtube.com/watch?v=vI7tWd7B3iI
19,A workshop on monads with C++14,adamnemecek,https://github.com/joaquintides/cpp14monadworkshop
592,What Doesn't Seem Like Work?,achariam,http://paulgraham.com/work.html
8,Padonkaffsky jargon,Thevet,http://en.wikipedia.org/wiki/Padonkaffsky_jargon
17,A few About boxes from vintage Mac applications,kposehn,https://systemfolder.wordpress.com/2015/01/17/about-box/
42,From Object Algebras to Finally Tagless Interpreters,lelf,https://oleksandrmanzyuk.wordpress.com/2014/06/18/from-object-algebras-to-finally-tagless-interpreters-2/
38,Asset Forfeiture and the Cycle of Electronic Surveillance Funding,DiabloD3,https://www.eff.org/deeplinks/2015/01/asset-forfeiture-and-cycle-electronic-surveillance-funding
6,Debugging with Hypotheses,nkurz,http://ayronwohletz.com/debugging-with-hypotheses/
25,Bitcoin – The Magic of Mining,mgertner,http://www.economist.com/news/business/21638124-minting-digital-currency-has-become-big-ruthlessly-competitive-business-magic
377,“What happens when you type Google.com into your browser and press enter?”,xvirk,https://github.com/alex/what-happens-when
23,Unit Vector Math for 3D Graphics (2001),fmax30,http://www.jmargolin.com/uvmath/uvmath.htm
34,Study: The Effects of Line Length on Reading Online News (2008),Audiophilip,http://psychology.wichita.edu/surl/usabilitynews/72/LineLength.asp
308,In surprise FCC filing Sprint endorses net neutrality,larubbio,https://gigaom.com/2015/01/16/in-surprise-shift-sprint-endorses-net-neutrality/
283,What Blocks Ruby and Python from Getting to JavaScript V8 Speed?,luu,http://stackoverflow.com/questions/5168718/what-blocks-ruby-python-to-get-javascript-v8-speed
8,Film Chemistry: “The Alchemist in Hollywood” (1940),davidbarker,https://www.youtube.com/watch?v=N0mraHHyBrA
246,The Fine Art of Bullshit Killed by Google,JacobAldridge,https://medium.com/funny-stuff/the-fine-art-of-bullshit-c09f7bbb391e
378,Facebook open-sources deep-learning modules,darklrd,https://research.facebook.com/blog/879898285375829/fair-open-sources-deep-l20earning-modules-for-torch/
131,The Mid-Career Crisis of the Perl Programmer,pmoriarty,http://www.modernperlbooks.com/mt/2014/02/the-mid-career-crisis-of-the-perl-programmer.html
4,John McAfee: 'I know who hacked Sony Pictures – and it wasn't North Korea',peterkchen,http://www.ibtimes.co.uk/john-mcafee-i-know-who-hacked-sony-pictures-it-wasnt-north-korea-1483581
14,Flash Boys in the US Treasury Market,jim_greco,https://medium.com/@jgreco/flash-boys-in-the-us-treasury-market-87e5cd389556
514,‘Goodbye Photoshop’ and ‘Hello Krita’ at University Paris 8,buovjaga,https://krita.org/item/goodbye-photoshop-and-hello-krita-at-university-paris-8/
1,TerrAvion (YC W14) is hiring a front-end engineer to build real-time aerial maps,cornellwright,http://www.terravion.com/careers.html
9,RFC 1925,markmassie,http://www.rfc-base.org/txt/rfc-1925.txt
212,New Revelations U.S. Tracked Americans’ Calls for Over a Decade,peter123,http://www.wsj.com/articles/justice-department-kept-secret-telephone-database-1421427624
13,Obama Sides with Cameron in Encryption Fight,paralelogram,http://blogs.wsj.com/digits/2015/01/16/obama-sides-with-cameron-in-encryption-fight/
216,Announcing TypeScript 1.4,numo16,http://blogs.msdn.com/b/typescript/archive/2015/01/16/announcing-typescript-1-4.aspx
11,Backroom Boys (2003),jacquesm,http://www.theguardian.com/books/2003/oct/18/features.weekend
183,People Can Be Convinced They Committed a Crime That Never Happened,albanlv,http://www.psychologicalscience.org/index.php/news/releases/people-can-be-convinced-they-committed-a-crime-they-dont-remember.html
59,The Unreasonable Effectiveness of Mathematics (1980),efm,https://www.dartmouth.edu/~matc/MathDrama/reading/Hamming.html
183,How GCHQ Spies Hacked Belgium’s Largest Telco,sergeant3,https://firstlook.org/theintercept/2014/12/13/belgacom-hack-gchq-inside-story
9,Kick Over the Scenery – Novels by Philip K. Dick (2008),hownottowrite,http://www.lrb.co.uk/v30/n13/stephen-burt/kick-over-the-scenery
18,Listening to the Star Wars Soundtrack in a Pygmy Village,__Joker,http://www.theatlantic.com/health/archive/2015/01/listening-to-the-star-wars-soundtrack-in-a-pygmy-village/384402/?single_page=true
3,Chernoff Faces,mkempe,https://gnarmis.github.io/chernoff-faces/
12,Jacob Bernoulli’s Legacy in Mathematica,lelf,http://blog.wolfram.com/2015/01/15/jacob-bernoullis-legacy-in-mathematica/
152,So you want to abolish time zones,subleq,http://qntm.org/abolish
803,Be My Eyes – Lend your eyes to the blind,khebbie,http://www.bemyeyes.org/
130,Visual Studio 2015 CTP 5 Available,trickz,http://blogs.msdn.com/b/visualstudio/archive/2015/01/16/visual-studio-2015-cpt-5-now-available.aspx
238,Lost Beagle2 probe found 'intact' on Mars,mhw,http://www.bbc.co.uk/news/science-environment-30784886
475,Defense in Silk Road Trial Says Mt. Gox CEO Was the Real Dread Pirate Roberts,jordn,http://motherboard.vice.com/read/defense-in-silk-road-trial-says-mt-gox-ceo-was-the-real-dread-pirate-roberts?utm_source=mbtwitter
135,Let's Encrypt Developer Preview,julianj,https://github.com/letsencrypt/lets-encrypt-preview
97,Servo: Building a Parallel Browser [video],adamnemecek,https://www.youtube.com/watch?v=7q9vIMXSTzc
584,SpaceX: “Close but no cigar. This time”,ggonweb,https://vine.co/v/OjqeYWWpVWK
140,Back to the Future Time Travel and the Secret History of the 1980s,samclemens,https://medium.com/message/back-to-the-future-time-travel-and-the-secret-history-of-the-1980s-80bf3c6347cf
